#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Final Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3933, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3127 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8947 million (based on MAC)
#                       Freestream Temp: 265.8 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "5"
                                              
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_XXmm_SINGLE_LAYER"
 1.672205180E-01 9.143587351E-01 -3.443116695E-02
 1.696770489E-01 9.143587351E-01 -3.457925096E-02
 1.696841568E-01 9.143587351E-01 -3.457967937E-02
 1.721549183E-01 9.143587351E-01 -3.472485766E-02
 1.721620709E-01 9.143587351E-01 -3.472527862E-02
 1.746471375E-01 9.143587351E-01 -3.486551344E-02
 1.746543348E-01 9.143587351E-01 -3.486591950E-02
 1.771546006E-01 9.143587351E-01 -3.500333428E-02
 1.771618426E-01 9.143587351E-01 -3.500373289E-02
 1.796753705E-01 9.143587351E-01 -3.513723612E-02
 1.796826422E-01 9.143587351E-01 -3.513762355E-02
 1.822114140E-01 9.143587351E-01 -3.526737168E-02
 1.822187304E-01 9.143587351E-01 -3.526774794E-02
 1.847607940E-01 9.143587351E-01 -3.539355472E-02
 1.847681552E-01 9.143587351E-01 -3.539391980E-02
 1.873253882E-01 9.143587351E-01 -3.551685438E-02
 1.873327941E-01 9.143587351E-01 -3.551721200E-02
 1.899033934E-01 9.143587351E-01 -3.563510254E-02
 1.899108291E-01 9.143587351E-01 -3.563544527E-02
 1.924946010E-01 9.143587351E-01 -3.575030714E-02
 1.925020814E-01 9.143587351E-01 -3.575063869E-02
 1.951001436E-01 9.143587351E-01 -3.586154059E-02
 1.951076686E-01 9.143587351E-01 -3.586186096E-02
 1.977189332E-01 9.143587351E-01 -3.596969321E-02
 1.977264881E-01 9.143587351E-01 -3.597000614E-02
 2.003520280E-01 9.143587351E-01 -3.607384115E-02
 2.003596276E-01 9.143587351E-01 -3.607414290E-02
 2.029984146E-01 9.143587351E-01 -3.617393225E-02
 2.030060589E-01 9.143587351E-01 -3.617422283E-02
 2.056581676E-01 9.143587351E-01 -3.627002239E-02
 2.056658417E-01 9.143587351E-01 -3.627029806E-02
 2.083301246E-01 9.143587351E-01 -3.636307642E-02
 2.083378434E-01 9.143587351E-01 -3.636334464E-02
 2.110164016E-01 9.143587351E-01 -3.645225242E-02
 2.110241503E-01 9.143587351E-01 -3.645250946E-02
 2.137150019E-01 9.143587351E-01 -3.653738275E-02
 2.137227952E-01 9.143587351E-01 -3.653762862E-02
 2.164268196E-01 9.143587351E-01 -3.661947697E-02
 2.164346427E-01 9.143587351E-01 -3.661971539E-02
 2.191519737E-01 9.143587351E-01 -3.669751808E-02
 2.191598415E-01 9.143587351E-01 -3.669774160E-02
 2.218893766E-01 9.143587351E-01 -3.677239269E-02
 2.218972743E-01 9.143587351E-01 -3.677260876E-02
 2.246390879E-01 9.143587351E-01 -3.684312850E-02
 2.246470302E-01 9.143587351E-01 -3.684333339E-02
 2.274021357E-01 9.143587351E-01 -3.690979630E-02
 2.274101079E-01 9.143587351E-01 -3.690999001E-02
 2.301764190E-01 9.143587351E-01 -3.697325289E-02
 2.301844209E-01 9.143587351E-01 -3.697343543E-02
 2.329639494E-01 9.143587351E-01 -3.703363612E-02
 2.329719961E-01 9.143587351E-01 -3.703381121E-02
 2.357628047E-01 9.143587351E-01 -3.708980978E-02
 2.357708812E-01 9.143587351E-01 -3.708997369E-02
 2.385739088E-01 9.143587351E-01 -3.714286909E-02
 2.385820299E-01 9.143587351E-01 -3.714302182E-02
 2.413973361E-01 9.143587351E-01 -3.719182685E-02
 2.414054871E-01 9.143587351E-01 -3.719196841E-02
 2.442320138E-01 9.143587351E-01 -3.723760694E-02
 2.442401946E-01 9.143587351E-01 -3.723773733E-02
 2.470789403E-01 9.143587351E-01 -3.728025034E-02
 2.470871508E-01 9.143587351E-01 -3.728037328E-02
 2.499371767E-01 9.143587351E-01 -3.731869161E-02
 2.499454319E-01 9.143587351E-01 -3.731880337E-02
 2.528066635E-01 9.143587351E-01 -3.735391423E-02
 2.528149486E-01 9.143587351E-01 -3.735401481E-02
 2.556874454E-01 9.143587351E-01 -3.738593310E-02
 2.556957603E-01 9.143587351E-01 -3.738602623E-02
 2.585794330E-01 9.143587351E-01 -3.741474077E-02
 2.585877776E-01 9.143587351E-01 -3.741482273E-02
 2.614827454E-01 9.143587351E-01 -3.743933886E-02
 2.614911199E-01 9.143587351E-01 -3.743940964E-02
 2.643973529E-01 9.143587351E-01 -3.746071458E-02
 2.644057572E-01 9.143587351E-01 -3.746077791E-02
 2.673221529E-01 9.143587351E-01 -3.747879714E-02
 2.673305869E-01 9.143587351E-01 -3.747884929E-02
 2.702582777E-01 9.143587351E-01 -3.749365360E-02
 2.702667415E-01 9.143587351E-01 -3.749369830E-02
 2.732055783E-01 9.143587351E-01 -3.750528768E-02
 2.732140720E-01 9.143587351E-01 -3.750532120E-02
 2.761622071E-01 9.143587351E-01 -3.751356527E-02
 2.761707306E-01 9.143587351E-01 -3.751358762E-02
 2.791301310E-01 9.143587351E-01 -3.751762211E-02
 2.791386843E-01 9.143587351E-01 -3.751763329E-02
 2.821072042E-01 9.143587351E-01 -3.751930594E-02
 2.821157873E-01 9.143587351E-01 -3.751930967E-02
 2.850955725E-01 9.143587351E-01 -3.751776740E-02
 2.851041853E-01 9.143587351E-01 -3.751776367E-02
 2.880932689E-01 9.143587351E-01 -3.751188144E-02
 2.881019115E-01 9.143587351E-01 -3.751186281E-02
 2.911021411E-01 9.143587351E-01 -3.750375286E-02
 2.911108136E-01 9.143587351E-01 -3.750373051E-02
 2.941192687E-01 9.143587351E-01 -3.749220073E-02
 2.941279709E-01 9.143587351E-01 -3.749216720E-02
 2.971466482E-01 9.143587351E-01 -3.747735918E-02
 2.971553802E-01 9.143587351E-01 -3.747731447E-02
 3.001842797E-01 9.143587351E-01 -3.745921701E-02
 3.001930416E-01 9.143587351E-01 -3.745916486E-02
 3.032301068E-01 9.143587351E-01 -3.743864223E-02
 3.032388985E-01 9.143587351E-01 -3.743858263E-02
 3.062862456E-01 9.143587351E-01 -3.741378337E-02
 3.062950671E-01 9.143587351E-01 -3.741371259E-02
 3.093505800E-01 9.143587351E-01 -3.738648444E-02
 3.093594313E-01 9.143587351E-01 -3.738640621E-02
 3.124251962E-01 9.143587351E-01 -3.735589609E-02
 3.124340773E-01 9.143587351E-01 -3.735580668E-02
 3.155080378E-01 9.143587351E-01 -3.732186928E-02
 3.155169487E-01 9.143587351E-01 -3.732177243E-02
 3.186001182E-01 9.143587351E-01 -3.728548065E-02
 3.186090291E-01 9.143587351E-01 -3.728537634E-02
 3.217003942E-01 9.143587351E-01 -3.724566475E-02
 3.217093349E-01 9.143587351E-01 -3.724554926E-02
 3.248089850E-01 9.143587351E-01 -3.720241413E-02
 3.248179555E-01 9.143587351E-01 -3.720228747E-02
 3.279266953E-01 9.143587351E-01 -3.715679049E-02
 3.279356956E-01 9.143587351E-01 -3.715666011E-02
 3.310527503E-01 9.143587351E-01 -3.710774705E-02
 3.310617805E-01 9.143587351E-01 -3.710760549E-02
 3.341869116E-01 9.143587351E-01 -3.705625981E-02
 3.341959715E-01 9.143587351E-01 -3.705611080E-02
 3.373284638E-01 9.143587351E-01 -3.700027987E-02
 3.373375237E-01 9.143587351E-01 -3.700011969E-02
 3.404791355E-01 9.143587351E-01 -3.694292530E-02
 3.404882252E-01 9.143587351E-01 -3.694276139E-02
 3.436370194E-01 9.143587351E-01 -3.688207269E-02
 3.436461389E-01 9.143587351E-01 -3.688189760E-02
 3.468022048E-01 9.143587351E-01 -3.681771830E-02
 3.468113542E-01 9.143587351E-01 -3.681753203E-02
 3.499756157E-01 9.143587351E-01 -3.675093129E-02
 3.499847651E-01 9.143587351E-01 -3.675073758E-02
 3.531561494E-01 9.143587351E-01 -3.668163344E-02
 3.531653285E-01 9.143587351E-01 -3.668143228E-02
 3.563439548E-01 9.143587351E-01 -3.660883754E-02
 3.563531637E-01 9.143587351E-01 -3.660862893E-02
 3.595390022E-01 9.143587351E-01 -3.653353453E-02
 3.595482111E-01 9.143587351E-01 -3.653331846E-02
 3.627412617E-01 9.143587351E-01 -3.645473719E-02
 3.627505004E-01 9.143587351E-01 -3.645450994E-02
 3.659496605E-01 9.143587351E-01 -3.637434915E-02
 3.659589291E-01 9.143587351E-01 -3.637411818E-02
 3.691663742E-01 9.143587351E-01 -3.628955036E-02
 3.691756725E-01 9.143587351E-01 -3.628930449E-02
 3.723882735E-01 9.143587351E-01 -3.620309010E-02
 3.723975718E-01 9.143587351E-01 -3.620284051E-02
 3.756173551E-01 9.143587351E-01 -3.611313552E-02
 3.756266832E-01 9.143587351E-01 -3.611287475E-02
 3.788527846E-01 9.143587351E-01 -3.601960465E-02
 3.788621128E-01 9.143587351E-01 -3.601933643E-02
 3.820952773E-01 9.143587351E-01 -3.592456877E-02
 3.821046352E-01 9.143587351E-01 -3.592429310E-02
 3.853430450E-01 9.143587351E-01 -3.582588956E-02
 3.853524327E-01 9.143587351E-01 -3.582560644E-02
 3.885970414E-01 9.143587351E-01 -3.572463989E-02
 3.886064291E-01 9.143587351E-01 -3.572434932E-02
 3.918561935E-01 9.143587351E-01 -3.562074527E-02
 3.918656111E-01 9.143587351E-01 -3.562044352E-02
 3.951226473E-01 9.143587351E-01 -3.551334888E-02
 3.951320648E-01 9.143587351E-01 -3.551303968E-02
 3.983932137E-01 9.143587351E-01 -3.540423140E-02
 3.984026611E-01 9.143587351E-01 -3.540391475E-02
 4.016700387E-01 9.143587351E-01 -3.529154509E-02
 4.016794860E-01 9.143587351E-01 -3.529122099E-02
 4.049531221E-01 9.143587351E-01 -3.517529368E-02
 4.049625993E-01 9.143587351E-01 -3.517495841E-02
 4.082403481E-01 9.143587351E-01 -3.505731747E-02
 4.082498252E-01 9.143587351E-01 -3.505697846E-02
 4.115327597E-01 9.143587351E-01 -3.493669629E-02
 4.115422666E-01 9.143587351E-01 -3.493634984E-02
 4.148304462E-01 9.143587351E-01 -3.481244296E-02
 4.148399532E-01 9.143587351E-01 -3.481208533E-02
 4.181323051E-01 9.143587351E-01 -3.468546644E-02
 4.181418419E-01 9.143587351E-01 -3.468510136E-02
 4.214394093E-01 9.143587351E-01 -3.455585241E-02
 4.214489460E-01 9.143587351E-01 -3.455547988E-02
 4.247517586E-01 9.143587351E-01 -3.442259878E-02
 4.247613251E-01 9.143587351E-01 -3.442221507E-02
 4.280672669E-01 9.143587351E-01 -3.428755328E-02
 4.280768335E-01 9.143587351E-01 -3.428716213E-02
 4.313879907E-01 9.143587351E-01 -3.414886817E-02
 4.313975871E-01 9.143587351E-01 -3.414846957E-02
 4.347129762E-01 9.143587351E-01 -3.400747105E-02
 4.347225726E-01 9.143587351E-01 -3.400706127E-02
 4.380421042E-01 9.143587351E-01 -3.386335820E-02
 4.380517006E-01 9.143587351E-01 -3.386294097E-02
 4.413744509E-01 9.143587351E-01 -3.371646255E-02
 4.413840771E-01 9.143587351E-01 -3.371603787E-02
 4.447110891E-01 9.143587351E-01 -3.356585652E-02
 4.447207153E-01 9.143587351E-01 -3.356542066E-02
 4.480518103E-01 9.143587351E-01 -3.341353312E-02
 4.480614662E-01 9.143587351E-01 -3.341309354E-02
 4.513948560E-01 9.143587351E-01 -3.325736150E-02
 4.514045119E-01 9.143587351E-01 -3.325691074E-02
 4.547421038E-01 9.143587351E-01 -3.309847042E-02
 4.547517598E-01 9.143587351E-01 -3.309801221E-02
 4.580925107E-01 9.143587351E-01 -3.293680027E-02
 4.581021965E-01 9.143587351E-01 -3.293633461E-02
 4.614461958E-01 9.143587351E-01 -3.277135268E-02
 4.614558816E-01 9.143587351E-01 -3.277087584E-02
 4.648031294E-01 9.143587351E-01 -3.260311857E-02
 4.648128152E-01 9.143587351E-01 -3.260263428E-02
 4.681632221E-01 9.143587351E-01 -3.243210167E-02
 4.681729078E-01 9.143587351E-01 -3.243160620E-02
 4.715255201E-01 9.143587351E-01 -3.225822747E-02
 4.715352356E-01 9.143587351E-01 -3.225772455E-02
 4.748900533E-01 9.143587351E-01 -3.208150342E-02
 4.748997688E-01 9.143587351E-01 -3.208099306E-02
 4.782578647E-01 9.143587351E-01 -3.190099820E-02
 4.782675803E-01 9.143587351E-01 -3.190047666E-02
 4.816278517E-01 9.143587351E-01 -3.171763942E-02
 4.816375673E-01 9.143587351E-01 -3.171711043E-02
 4.849990904E-01 9.143587351E-01 -3.153036162E-02
 4.850088358E-01 9.143587351E-01 -3.152982146E-02
 4.883735776E-01 9.143587351E-01 -3.134029731E-02
 4.883833230E-01 9.143587351E-01 -3.133974969E-02
 4.917502701E-01 9.143587351E-01 -3.114738315E-02
 4.917600155E-01 9.143587351E-01 -3.114682622E-02
 4.951281548E-01 9.143587351E-01 -3.095154464E-02
 4.951379001E-01 9.143587351E-01 -3.095098026E-02
 4.985073209E-01 9.143587351E-01 -3.075178899E-02
 4.985170662E-01 9.143587351E-01 -3.075121157E-02
 5.018886924E-01 9.143587351E-01 -3.054818138E-02
 5.018984675E-01 9.143587351E-01 -3.054759279E-02
 5.052713156E-01 9.143587351E-01 -3.034264408E-02
 5.052810907E-01 9.143587351E-01 -3.034204990E-02
 5.086552501E-01 9.143587351E-01 -3.013219498E-02
 5.086650252E-01 9.143587351E-01 -3.013158776E-02
 5.120403171E-01 9.143587351E-01 -2.991981246E-02
 5.120500922E-01 9.143587351E-01 -2.991919965E-02
 5.154266953E-01 9.143587351E-01 -2.970252372E-02
 5.154364705E-01 9.143587351E-01 -2.970189601E-02
 5.188143253E-01 9.143587351E-01 -2.948229946E-02
 5.188241005E-01 9.143587351E-01 -2.948166430E-02
 5.222021341E-01 9.143587351E-01 -2.925908938E-02
 5.222119093E-01 9.143587351E-01 -2.925844491E-02
 5.255902410E-01 9.143587351E-01 -2.903188765E-02
 5.256000161E-01 9.143587351E-01 -2.903123200E-02
 5.289796591E-01 9.143587351E-01 -2.880076878E-02
 5.289894342E-01 9.143587351E-01 -2.880010195E-02
 5.323691964E-01 9.143587351E-01 -2.856665291E-02
 5.323789716E-01 9.143587351E-01 -2.856597677E-02
 5.324724317E-01 9.143587351E-01 -2.722912095E-02
 5.324727297E-01 9.143587351E-01 -2.722525038E-02

ZONE T="SLICE_Y_0p9144_BINS01_KS_XXmm_FINAL_LAYER"
 5.324727297E-01 9.143090844E-01 -2.722525038E-02
 5.291699171E-01 9.143090844E-01 -2.652614377E-02
 5.291487575E-01 9.143090844E-01 -2.652166598E-02
 5.258456469E-01 9.143090844E-01 -2.582552843E-02
 5.258244872E-01 9.143090844E-01 -2.582107112E-02
 5.225221515E-01 9.143090844E-01 -2.512897179E-02
 5.225009918E-01 9.143090844E-01 -2.512454055E-02
 5.191983581E-01 9.143090844E-01 -2.443640307E-02
 5.191771984E-01 9.143090844E-01 -2.443199605E-02
 5.158743858E-01 9.143090844E-01 -2.374683693E-02
 5.158532262E-01 9.143090844E-01 -2.374244854E-02
 5.125511885E-01 9.143090844E-01 -2.306032740E-02
 5.125300288E-01 9.143090844E-01 -2.305595949E-02
 5.092285872E-01 9.143090844E-01 -2.237886563E-02
 5.092074275E-01 9.143090844E-01 -2.237452939E-02
 5.059069395E-01 9.143090844E-01 -2.169948816E-02
 5.058857799E-01 9.143090844E-01 -2.169516496E-02
 5.025858283E-01 9.143090844E-01 -2.102514729E-02
 5.025646687E-01 9.143090844E-01 -2.102085575E-02
 4.992656112E-01 9.143090844E-01 -2.035289258E-02
 4.992444813E-01 9.143090844E-01 -2.034861408E-02
 4.959471524E-01 9.143090844E-01 -1.968475245E-02
 4.959260225E-01 9.143090844E-01 -1.968050189E-02
 4.926293492E-01 9.143090844E-01 -1.902067475E-02
 4.926082492E-01 9.143090844E-01 -1.901644841E-02
 4.893123806E-01 9.143090844E-01 -1.835966296E-02
 4.892912805E-01 9.143090844E-01 -1.835545711E-02
 4.859972000E-01 9.143090844E-01 -1.770178415E-02
 4.859761000E-01 9.143090844E-01 -1.769759879E-02
 4.826847613E-01 9.143090844E-01 -1.704710908E-02
 4.826636910E-01 9.143090844E-01 -1.704294421E-02
 4.793730676E-01 9.143090844E-01 -1.639648899E-02
 4.793519974E-01 9.143090844E-01 -1.639234833E-02
 4.760631621E-01 9.143090844E-01 -1.574900374E-02
 4.760420918E-01 9.143090844E-01 -1.574488357E-02
 4.727559686E-01 9.143090844E-01 -1.510571130E-02
 4.727349281E-01 9.143090844E-01 -1.510161813E-02
 4.694505632E-01 9.143090844E-01 -1.446555927E-02
 4.694295228E-01 9.143090844E-01 -1.446148567E-02
 4.661469460E-01 9.143090844E-01 -1.382854022E-02
 4.661259353E-01 9.143090844E-01 -1.382448711E-02
 4.628460705E-01 9.143090844E-01 -1.319472026E-02
 4.628250599E-01 9.143090844E-01 -1.319068763E-02
 4.595480263E-01 9.143090844E-01 -1.256410498E-02
 4.595270455E-01 9.143090844E-01 -1.256009284E-02
 4.562526941E-01 9.143090844E-01 -1.193768159E-02
 4.562317133E-01 9.143090844E-01 -1.193369552E-02
 4.529601038E-01 9.143090844E-01 -1.131446660E-02
 4.529391527E-01 9.143090844E-01 -1.131050102E-02
 4.496712983E-01 9.143090844E-01 -1.069452241E-02
 4.496503770E-01 9.143090844E-01 -1.069057733E-02
 4.463842511E-01 9.143090844E-01 -1.007870305E-02
 4.463633299E-01 9.143090844E-01 -1.007478498E-02
 4.431010485E-01 9.143090844E-01 -9.465171024E-03
 4.430801570E-01 9.143090844E-01 -9.461266920E-03
 4.398215115E-01 9.143090844E-01 -8.855892345E-03
 4.398006499E-01 9.143090844E-01 -8.852015249E-03
 4.365448058E-01 9.143090844E-01 -8.249826729E-03
 4.365239441E-01 9.143090844E-01 -8.245970123E-03
 4.332718551E-01 9.143090844E-01 -7.647028193E-03
 4.332510233E-01 9.143090844E-01 -7.643192541E-03
 4.300026894E-01 9.143090844E-01 -7.047502790E-03
 4.299818873E-01 9.143090844E-01 -7.043688092E-03
 4.267382026E-01 9.143090844E-01 -6.452309433E-03
 4.267174304E-01 9.143090844E-01 -6.448522210E-03
 4.234765768E-01 9.143090844E-01 -5.859334487E-03
 4.234558344E-01 9.143090844E-01 -5.855561234E-03
 4.202196896E-01 9.143090844E-01 -5.270685069E-03
 4.201989770E-01 9.143090844E-01 -5.266939756E-03
 4.169675708E-01 9.143090844E-01 -4.685384221E-03
 4.169468880E-01 9.143090844E-01 -4.681659862E-03
 4.137192667E-01 9.143090844E-01 -4.103354178E-03
 4.136985838E-01 9.143090844E-01 -4.099650774E-03
 4.104756415E-01 9.143090844E-01 -3.525657346E-03
 4.104549885E-01 9.143090844E-01 -3.521981649E-03
 4.072367549E-01 9.143090844E-01 -2.951307455E-03
 4.072161317E-01 9.143090844E-01 -2.947652945E-03
 4.040017724E-01 9.143090844E-01 -2.379240468E-03
 4.039811790E-01 9.143090844E-01 -2.375600394E-03
 4.007724524E-01 9.143090844E-01 -1.811567228E-03
 4.007519186E-01 9.143090844E-01 -1.807955210E-03
 3.975488245E-01 9.143090844E-01 -1.248301123E-03
 3.975283206E-01 9.143090844E-01 -1.244717161E-03
 3.943291008E-01 9.143090844E-01 -6.873249076E-04
 3.943086267E-01 9.143090844E-01 -6.837554392E-04
 3.911160529E-01 9.143090844E-01 -1.308123465E-04
 3.910956085E-01 9.143090844E-01 -1.272713416E-04
 3.879078031E-01 9.143090844E-01 4.223503347E-04
 3.878873885E-01 9.143090844E-01 4.258700646E-04
 3.847053349E-01 9.143090844E-01 9.721037932E-04
 3.846849501E-01 9.143090844E-01 9.756018408E-04
 3.815075457E-01 9.143090844E-01 1.517522964E-03
 3.814871907E-01 9.143090844E-01 1.520993421E-03
 3.783165812E-01 9.143090844E-01 2.060448052E-03
 3.782962859E-01 9.143090844E-01 2.063902561E-03
 3.751313686E-01 9.143090844E-01 2.598974155E-03
 3.751111031E-01 9.143090844E-01 2.602400724E-03
 3.719528317E-01 9.143090844E-01 3.133024788E-03
 3.719325960E-01 9.143090844E-01 3.136422951E-03
 3.687791526E-01 9.143090844E-01 3.664717078E-03
 3.687589467E-01 9.143090844E-01 3.668100340E-03
 3.656131029E-01 9.143090844E-01 4.190883599E-03
 3.655929565E-01 9.143090844E-01 4.194231238E-03
 3.624528944E-01 9.143090844E-01 4.714616574E-03
 3.624327779E-01 9.143090844E-01 4.717948847E-03
 3.592993617E-01 9.143090844E-01 5.233886652E-03
 3.592793047E-01 9.143090844E-01 5.237190519E-03
 3.561526537E-01 9.143090844E-01 5.749664269E-03
 3.561326265E-01 9.143090844E-01 5.752946250E-03
 3.530126214E-01 9.143090844E-01 6.260972470E-03
 3.529926538E-01 9.143090844E-01 6.264226045E-03
 3.498793542E-01 9.143090844E-01 6.768794730E-03
 3.498594165E-01 9.143090844E-01 6.772025954E-03
 3.467538655E-01 9.143090844E-01 7.273064926E-03
 3.467339873E-01 9.143090844E-01 7.276273333E-03
 3.436351120E-01 9.143090844E-01 7.772862911E-03
 3.436152637E-01 9.143090844E-01 7.776042912E-03
 3.405230045E-01 9.143090844E-01 8.268183097E-03
 3.405032158E-01 9.143090844E-01 8.271334693E-03
 3.374198079E-01 9.143090844E-01 8.760865778E-03
 3.374000490E-01 9.143090844E-01 8.764000610E-03
 3.343231976E-01 9.143090844E-01 9.248092771E-03
 3.343034983E-01 9.143090844E-01 9.251193143E-03
 3.312343359E-01 9.143090844E-01 9.731757455E-03
 3.312146664E-01 9.143090844E-01 9.734834544E-03
 3.281532228E-01 9.143090844E-01 1.021087822E-02
 3.281336129E-01 9.143090844E-01 1.021392643E-02
 3.250808418E-01 9.143090844E-01 1.068637427E-02
 3.250612915E-01 9.143090844E-01 1.068940014E-02
 3.220161498E-01 9.143090844E-01 1.115732454E-02
 3.219966590E-01 9.143090844E-01 1.116032153E-02
 3.189592063E-01 9.143090844E-01 1.162373181E-02
 3.189397454E-01 9.143090844E-01 1.162669901E-02
 3.159110248E-01 9.143090844E-01 1.208650786E-02
 3.158916235E-01 9.143090844E-01 1.208945271E-02
 3.128705025E-01 9.143090844E-01 1.254474465E-02
 3.128511608E-01 9.143090844E-01 1.254766062E-02
 3.098396957E-01 9.143090844E-01 1.299829409E-02
 3.098204136E-01 9.143090844E-01 1.300118025E-02
 3.068166673E-01 9.143090844E-01 1.344828401E-02
 3.067974448E-01 9.143090844E-01 1.345114689E-02
 3.038032651E-01 9.143090844E-01 1.389260311E-02
 3.037841022E-01 9.143090844E-01 1.389543060E-02
 3.007976711E-01 9.143090844E-01 1.433335897E-02
 3.007785380E-01 9.143090844E-01 1.433616318E-02
 2.978017032E-01 9.143090844E-01 1.476943120E-02
 2.977826297E-01 9.143090844E-01 1.477220561E-02
 2.948154807E-01 9.143090844E-01 1.520081796E-02
 2.947964668E-01 9.143090844E-01 1.520356257E-02
 2.918369174E-01 9.143090844E-01 1.562765613E-02
 2.918179631E-01 9.143090844E-01 1.563037187E-02
 2.888691425E-01 9.143090844E-01 1.605072804E-02
 2.888502479E-01 9.143090844E-01 1.605341956E-02
 2.859099805E-01 9.143090844E-01 1.646819711E-02
 2.858911455E-01 9.143090844E-01 1.647085324E-02
 2.829615474E-01 9.143090844E-01 1.688089967E-02
 2.829427719E-01 9.143090844E-01 1.688352600E-02
 2.800218463E-01 9.143090844E-01 1.728997938E-02
 2.800031304E-01 9.143090844E-01 1.729258150E-02
 2.770927548E-01 9.143090844E-01 1.769331470E-02
 2.770741284E-01 9.143090844E-01 1.769588143E-02
 2.741724253E-01 9.143090844E-01 1.809202321E-02
 2.741538286E-01 9.143090844E-01 1.809456013E-02
 2.712627351E-01 9.143090844E-01 1.848598011E-02
 2.712442279E-01 9.143090844E-01 1.848848723E-02
 2.683637738E-01 9.143090844E-01 1.887517609E-02
 2.683453262E-01 9.143090844E-01 1.887765154E-02
 2.654744685E-01 9.143090844E-01 1.925968379E-02
 2.654560804E-01 9.143090844E-01 1.926212944E-02
 2.625958920E-01 9.143090844E-01 1.963943429E-02
 2.625775635E-01 9.143090844E-01 1.964185014E-02
 2.597279251E-01 9.143090844E-01 2.001343481E-02
 2.597096860E-01 9.143090844E-01 2.001581527E-02
 2.568706274E-01 9.143090844E-01 2.038267441E-02
 2.568524480E-01 9.143090844E-01 2.038502321E-02
 2.540240884E-01 9.143090844E-01 2.074715495E-02
 2.540059686E-01 9.143090844E-01 2.074947394E-02
 2.511881590E-01 9.143090844E-01 2.110687643E-02
 2.511701286E-01 9.143090844E-01 2.110916562E-02
 2.483629137E-01 9.143090844E-01 2.146085352E-02
 2.483449429E-01 9.143090844E-01 2.146310546E-02
 2.455493361E-01 9.143090844E-01 2.180999145E-02
 2.455314398E-01 9.143090844E-01 2.181221358E-02
 2.427464724E-01 9.143090844E-01 2.215437591E-02
 2.427286357E-01 9.143090844E-01 2.215656638E-02
 2.399552166E-01 9.143090844E-01 2.249294333E-02
 2.399374545E-01 9.143090844E-01 2.249509655E-02
 2.371756434E-01 9.143090844E-01 2.282667346E-02
 2.371579558E-01 9.143090844E-01 2.282879688E-02
 2.344067097E-01 9.143090844E-01 2.315465547E-02
 2.343890965E-01 9.143090844E-01 2.315674163E-02
 2.316504568E-01 9.143090844E-01 2.347773314E-02
 2.316329181E-01 9.143090844E-01 2.347978950E-02
 2.289049029E-01 9.143090844E-01 2.379605360E-02
 2.288874388E-01 9.143090844E-01 2.379807830E-02
 2.261719406E-01 9.143090844E-01 2.410848998E-02
 2.261545509E-01 9.143090844E-01 2.411047742E-02
 2.234506458E-01 9.143090844E-01 2.441509627E-02
 2.234333307E-01 9.143090844E-01 2.441704646E-02
 2.207410038E-01 9.143090844E-01 2.471687086E-02
 2.207237631E-01 9.143090844E-01 2.471879125E-02
 2.180439979E-01 9.143090844E-01 2.501275763E-02
 2.180268317E-01 9.143090844E-01 2.501464076E-02
 2.153596729E-01 9.143090844E-01 2.530374005E-02
 2.153425962E-01 9.143090844E-01 2.530559152E-02
 2.126869708E-01 9.143090844E-01 2.558890544E-02
 2.126699686E-01 9.143090844E-01 2.559071966E-02
 2.100278884E-01 9.143090844E-01 2.586810663E-02
 2.100109756E-01 9.143090844E-01 2.586988360E-02
 2.073804885E-01 9.143090844E-01 2.614247240E-02
 2.073636502E-01 9.143090844E-01 2.614421770E-02
 2.047457248E-01 9.143090844E-01 2.641095035E-02
 2.047289610E-01 9.143090844E-01 2.641265839E-02
 2.021235675E-01 9.143090844E-01 2.667353675E-02
 2.021068782E-01 9.143090844E-01 2.667520754E-02
 1.995150298E-01 9.143090844E-01 2.693015337E-02
 1.994984299E-01 9.143090844E-01 2.693178691E-02
